Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3DamFFqW32WihKkTVlwTYQ,"07QEuhtrNmmZ0zEcqE9SF6","Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,80,spotify:user:gianvitot,2019-01-02T21:52:04Z,"indietronica,modern rock,pop,pop rock,post-teen pop",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
6G5vNAlLT268YWSB0ZVI6J,"3vuKNU7lgoecqjnArUKom6","Non abbiam bisogno di parole","Le foglie e il vento","Ron",1992-08-28,256800,47,spotify:user:gianvitot,2019-01-02T21:55:09Z,"classic italian pop,italian adult pop",0.428,0.609,9,-10.231,0,0.0313,0.167,0,0.0822,0.378,84.793,4
1mD8SZtwdoO2RQSkNpog4G,"4zf0kIjnzqjWlI3Eaw5VlA","Grande figlio di puttana","I grandi successi","Stadio",2016-02-12,291546,23,spotify:user:gianvitot,2019-01-02T21:55:35Z,"classic italian pop,italian adult pop",0.414,0.671,10,-6.891,1,0.0307,0.00673,0,0.0975,0.766,91.661,4
57iDDD9N9tTWe75x6qhStw,"2cGwlqi3k18jFpUyTrsR84","Bitter Sweet Symphony","Urban Hymns (Remastered 2016)","The Verve",1997-09-29,357266,80,spotify:user:gianvitot,2019-01-05T19:50:59Z,"alternative rock,britpop,permanent wave,pop rock,rock,shoegaze",0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,4
5cF0dROlMOK5uNZtivgu50,"6VuMaDnrHyPL1p4EHjYLi7","Attention","Voicenotes","Charlie Puth",2018-05-11,208786,82,spotify:user:gianvitot,2019-01-06T12:30:41Z,"dance pop,pop,post-teen pop,viral pop",0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
6mORGLOz79w6VsCRLWYYuK,"6ltzsmQQbmdoHHbLZ4ZN25","The Night We Met","Strange Trails","Lord Huron",2015-04-06,208211,17,spotify:user:gianvitot,2019-01-25T10:31:42Z,"indie folk,indie pop,stomp and holler",0.443,0.369,9,-9.514,1,0.0441,0.969,0.277,0.638,0.0989,174.107,3
2aibwv5hGXSgw7Yru8IYTO,"0L8ExT028jH3ddEcZwqJJ5","Snow (Hey Oh)","Stadium Arcadium","Red Hot Chili Peppers",2006-05-09,334666,80,spotify:user:gianvitot,2019-02-05T11:44:16Z,"alternative rock,funk metal,funk rock,permanent wave,rock",0.427,0.9,11,-3.674,1,0.0499,0.116,0.0000175,0.119,0.599,104.655,4
5C0LFQARavkPpn7JgA4sLk,"5NGO30tJxFlKixkPSgXcFE","Every Breath You Take - Remastered 2003","Synchronicity (Remastered)","The Police",1983-06-01,253250,4,spotify:user:gianvitot,2019-03-06T21:37:43Z,"album rock,art rock,classic rock,dance rock,mellow gold,new wave,permanent wave,rock,soft rock",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,4
5l91KHr9uF8wdSdtRoZba8,"7290H8m1Dwt8G7jm1y9CQx","Wicked Game - Remastered","Best Of Chris Isaak","Chris Isaak",2006-05-05,286880,64,spotify:user:gianvitot,2019-02-25T23:03:55Z,"mellow gold",0.664,0.553,9,-7.723,1,0.0264,0.743,0.00978,0.0838,0.287,112.52,4
2ZudaDYcCTgqqYPV0TrNn8,"0dlOr0VIysztGWvU1dpjmP","Shiver","Counting Down The Days","Natalie Imbruglia",2005-04-04,222653,53,spotify:user:gianvitot,2019-02-27T21:37:18Z,"dance pop,europop,lilith,new wave pop,pop rock",0.489,0.798,1,-4.49,1,0.0316,0.00115,0.00000281,0.149,0.309,94.163,4
2GplG03rw0CN2EMLzPJZAl,"4laQz4PaKeh2Hu6QL6evVD","Já Sei Namorar","Tribalistas","Tribalistas",2002-01-01,196986,0,spotify:user:gianvitot,2019-02-27T21:40:17Z,"bossa nova,mpb,nova mpb",0.67,0.822,9,-6.687,0,0.057,0.67,0.00115,0.132,0.833,145.56,4
6UxSmGD3Ys7BIpbUpSERBM,"2AsusXITU8P25dlRNhcAbG,6hk7Yq1DU9QcCCrz9uc0Ti","Somebody That I Used To Know","Making Mirrors","Gotye,Kimbra",2011-08-19,245755,1,spotify:user:gianvitot,2019-02-27T21:56:09Z,"australian pop,bergen indie,electropop,nz pop",0.865,0.511,0,-6.983,1,0.0362,0.544,0.0000992,0.102,0.774,129.057,4
1FreAz1lmnDi5aKLB6GdFM,"1yxSLGMDHlW21z4YXirZDS","Where Is The Love?","Elephunk","Black Eyed Peas",2003-01-01,272533,75,spotify:user:gianvitot,2019-03-06T21:57:15Z,"dance pop,pop,pop dance,pop rap",0.835,0.687,5,-3.18,1,0.184,0.101,0,0.132,0.828,94.059,4
0yJiIt4icur8txxfLRDJZK,"1QCANeffsBIHjzhMqUIxBh","You're Gorgeous","Best of Babybird","Babybird",2004-07-16,222133,46,spotify:user:gianvitot,2019-03-15T10:46:25Z,"britpop",0.575,0.692,0,-7.43,1,0.0346,0.239,0,0.33,0.258,123.624,4
6NPVjNh8Jhru9xOmyQigds,"2RdwBSPQiwcmiDo9kixcl8","Happy","Despicable Me 2 (Original Motion Picture Soundtrack)","Pharrell Williams",2013-06-18,233305,2,spotify:user:gianvitot,2019-03-15T10:47:06Z,"pop rap",0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,4
1k1Bqnv2R0uJXQN4u6LKYt,"1ThoqLcyIYvZn7iWbj8fsj","Ain't No Sunshine","Just As I Am","Bill Withers",1971-05-01,125093,78,spotify:user:gianvitot,2019-03-15T10:47:52Z,"funk,motown,quiet storm,soul",0.527,0.415,4,-11.451,0,0.122,0.457,0.0000172,0.117,0.515,78.169,4
7Ewz6bJ97vUqk5HdkvguFQ,"3Z02hBLubJxuFJfhacLSDc","Heaven","Reckless (30th Anniversary / Deluxe Edition)","Bryan Adams",1984-11-05,243360,77,spotify:user:gianvitot,2019-03-15T10:48:36Z,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,pop rock,rock,soft rock",0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4
6uc03qm5fpp2NSlJgWAla2,"5K4W6rqBFWDnAN6FQUkS6x,3aQeKQSyrW4qWr35idm0cy","Good Life","Graduation (UK Version)","Kanye West,T-Pain",2007-09-11,207000,0,spotify:user:gianvitot,2019-03-18T18:57:02Z,"chicago rap,rap,dance pop,hip hop,pop,pop rap,r&b,southern hip hop,trap,urban contemporary",0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,4
4y6c5vMzKKM3KsMbHtjKx5,"5K4W6rqBFWDnAN6FQUkS6x","Stronger","Graduation (UK Version)","Kanye West",2007-09-11,311866,3,spotify:user:gianvitot,2019-03-18T21:35:24Z,"chicago rap,rap",0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,4
0yac0FPhLRH9i9lOng3f81,"53A0W3U0s8diEn9RhXQhVz","Everybody's Changing","Hopes And Fears","Keane",2004-05-10,215880,73,spotify:user:gianvitot,2019-03-31T14:37:22Z,"neo mellow,piano rock,pop rock,rock",0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,4
0IVHlst3XMgzXUJbIyZ8oO,"5cIc3SBFuBLVxJz58W2tU9","Without You","Oh Wonder","Oh Wonder",2015-09-04,224740,59,spotify:user:gianvitot,2019-03-31T16:43:44Z,"electropop,indie pop,indie poptimism,pop",0.639,0.465,11,-7.247,0,0.0696,0.27,0.00000145,0.124,0.319,86.994,4
6I9VzXrHxO9rA9A5euc8Ak,"26dSoYclwsYLMAKD3tpOr4","Toxic","In The Zone","Britney Spears",2003-11-13,198800,83,spotify:user:gianvitot,2019-04-05T08:22:09Z,"dance pop,pop,pop dance,pop rap,post-teen pop",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
0N29z9eL37fF9A81bJuDuO,"7x5rK9BClDQ8wmCkYAGsQp","Iron Sky - Abbey Road Live Session","Caustic Love (Live and In Session)","Paolo Nutini",2014-04-08,371620,42,spotify:user:gianvitot,2019-04-05T08:22:49Z,"british soul,neo mellow,scottish singer-songwriter",0.455,0.492,1,-8.139,0,0.0373,0.702,0.000478,0.151,0.32,139.671,4
7Jh1bpe76CNTCgdgAdBw4Z,"0oSGxfWSnnOXhD2fKuz2Gy","Heroes - 2017 Remaster","Heroes (2017 Remaster)","David Bowie",1977,371413,76,spotify:user:gianvitot,2019-04-05T08:23:36Z,"art rock,classic rock,dance rock,glam rock,permanent wave,rock",0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,4
2RzJwBCXsS1VnjDm2jKKAa,"2mxe0TnaNL039ysAj51xPQ","I Believe I Can Fly","R.","R. Kelly",1996,320666,63,spotify:user:gianvitot,2019-05-30T14:51:17Z,"",0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,4
6Rg0AJvt1xa4hR2QH2fUhb,"582KhTHEVOONNQLmQ5612r","Sorriso (Milano Dateo)","Sorriso (Milano Dateo)","Calcutta ",2019-06-07,177145,59,spotify:user:gianvitot,2019-06-09T12:19:05Z,"italian indie pop,rome indie",0.604,0.59,8,-7.469,1,0.0318,0.362,0,0.0959,0.359,90.994,4
6vrUTGn5p8IrfTZ0J6sIVM,"2sil8z5kiy4r76CRTXxBCA","Iris","Greatest Hits Volume One - The Singles","The Goo Goo Dolls",2007-11-06,289906,74,spotify:user:gianvitot,2019-07-11T15:56:25Z,"alternative rock,neo mellow,permanent wave,pop rock,post-grunge",0.291,0.79,11,-5.683,0,0.0363,0.00133,0.00000561,0.0811,0.513,155.667,3
7rSERmjAT38lC5QhJ8hnQc,"7w9jdhcgHNdiPeNPUoFSlx","I'm Shipping Up To Boston","The Warrior's Code","Dropkick Murphys",2005-07-19,153600,73,spotify:user:gianvitot,2019-07-24T10:07:43Z,"boston punk,boston rock,celtic punk,celtic rock,punk,skate punk",0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,129.188,4
2TIlqbIneP0ZY1O0EzYLlc,"4GNC7GD6oZMSxPGyXy4MNB","Someone You Loved","Breach","Lewis Capaldi",2018-11-08,182160,80,spotify:user:gianvitot,2019-07-24T10:08:38Z,"pop,uk pop",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
4RUoW6ewYFNsNzTbtvM99Y,"61J0BktHv7PuP3tjTPYXSX,2siHvYaxjaW5rKVRiIrMYH","I Belong to You (Il ritmo della passione)","Calma Apparente","Eros Ramazzotti,Anastacia",2005-10-17,265600,56,spotify:user:gianvitot,2019-07-24T10:09:41Z,"italian adult pop,mexican pop,dance pop",0.478,0.526,4,-4.011,1,0.033,0.667,0,0.101,0.192,125.697,4
3xl7PsO7Hzuig6To9FgDm6,"2siHvYaxjaW5rKVRiIrMYH","Left Outside Alone","Anastacia","Anastacia",2004,257426,63,spotify:user:gianvitot,2019-07-24T10:10:08Z,"dance pop",0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,4
0wwPcA6wtMf6HUMpIRdeP7,"3TVXtAsR1Inumwj472S9r4","Hotline Bling","Views","Drake",2016-05-06,267066,78,spotify:user:gianvitot,2019-07-24T10:10:45Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4
4Dhx5eBxQbZwN5GJICCDzq,"2P1h10tRBVlC2lVUqhl6wm","Rise Up","Rise Up","Yves Larock",2009,168453,35,spotify:user:gianvitot,2019-07-24T10:12:06Z,"",0.682,0.861,11,-4.266,0,0.143,0.000285,0.000135,0.397,0.79,128.057,4
79Scr6iQiMOJ8k2BJHGT2A,"0FI0kxP0BWurTz8cB8BBug,5s6TJEuHTr9GR894wc6VfP","This Is Us","All The Roadrunning","Mark Knopfler,Emmylou Harris",2006-04-24,275813,48,spotify:user:gianvitot,2019-07-24T10:12:49Z,"classic rock,folk rock,mellow gold,soft rock,country rock,folk,lilith,melancholia,roots rock,singer-songwriter",0.493,0.579,1,-7.138,1,0.0334,0.669,0.00234,0.114,0.187,175.946,4
4lHQCzdK3VdYQvQZnnRouG,"4HVmeVTQBgvTuvjB1JYwaf","Alone Again (Naturally)","Back to Front (Deluxe Edition)","Gilbert O'Sullivan",1972-01-01,217728,68,spotify:user:gianvitot,2019-10-17T09:10:32Z,"adult standards,bubblegum pop,classic uk pop,folk rock,mellow gold,soft rock",0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.559,171.762,4
6JVGVkqRnOonDE4VQd1Qp9,"6dyQKg6sytjgPsPUFjsYXU","Tutto quello che un uomo","Dalla pace del mare lontano","Sergio Cammariere",2002-09-28,250253,51,spotify:user:gianvitot,2019-11-10T17:39:10Z,"classic italian pop,italian adult pop",0.598,0.332,1,-10.489,0,0.0288,0.76,0.00000521,0.192,0.447,96.976,3
2avKuMN2QXkaG9vvHa2JLt,"165ZgPlLkK7bf5bDoFc6Sb","Take A Look Around","Chocolate Starfish And The Hot Dog Flavored Water","Limp Bizkit",2000-10-17,321040,72,spotify:user:gianvitot,2019-11-10T17:40:00Z,"alternative metal,funk metal,nu metal,rap metal,wrestling",0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,4
0COqiPhxzoWICwFCS4eZcp,"5nGIFgo0shDenQYSE0Sn7c","Bring Me To Life","Fallen","Evanescence",2003-03-04,235893,81,spotify:user:gianvitot,2019-11-10T17:40:18Z,"alternative metal",0.331,0.943,4,-3.188,0,0.0698,0.00721,0.00000206,0.242,0.296,94.612,4
5RvCpd2obakLvY1HFJOOYJ,"5Nydhpz1rcPbgM0fYvLxhz","Giudizi universali","Samuele Bersani","Samuele Bersani",1997-05-23,235693,53,spotify:user:gianvitot,2019-11-10T17:46:38Z,"classic italian pop,italian adult pop,italian indie pop",0.617,0.565,4,-10.646,1,0.0299,0.492,0,0.114,0.461,148.013,3
3sTc75CCyIw4FPs6cXkOe7,"5y2Xq6xcjJb2jVM54GHK3t","Save Room","Once Again","John Legend",2006-10-24,235666,62,spotify:user:gianvitot,2019-11-10T17:48:37Z,"neo soul,pop,pop soul,r&b,urban contemporary",0.69,0.572,7,-6.131,1,0.0264,0.0457,0,0.0969,0.375,111.919,4
47beJVxmWulLY7eI8ulDb9,"4IJczjB0fJ04gs4uvP0Fli","Cupid's Chokehold / Breakfast in America","00s Hits","Gym Class Heroes",2019-02-15,236066,28,spotify:user:gianvitot,2019-11-10T17:53:01Z,"dance pop,pop,pop rap",0.666,0.622,1,-6.515,0,0.0746,0.532,0,0.268,0.88,79.732,4
7wZUrN8oemZfsEd1CGkbXE,"5lKZWd6HiSCLfnDGrq9RAm","Bleeding Love","Spirit","Leona Lewis",2007,262466,78,spotify:user:gianvitot,2019-11-10T17:59:01Z,"british soul,dance pop,europop,pop,pop dance,post-teen pop,talent show,urban contemporary",0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4
2LM2JJj3hQLCZRQFu1xu02,"0nKxW51VOD6px2uMM4ehfF","Non mi avrete mai","Fabiano detto Inoki","Inoki",2005-10-19,232986,48,spotify:user:gianvitot,2019-11-10T18:02:52Z,"italian hip hop,italian underground hip hop",0.829,0.709,7,-7.842,1,0.25,0.333,0,0.184,0.907,90.973,4
3BcH252CGECgOWfKBjAaBC,"7GaxyUddsPok8BuhxN6OUW","It's A Man's, Man's, Man's World","It's A New Day - Let A Man Come In","James Brown",1970-01-01,175853,46,spotify:user:gianvitot,2019-11-10T18:06:17Z,"funk,motown,soul",0.404,0.679,3,-5.398,0,0.0909,0.692,0.0000101,0.0745,0.878,184.53,3
5zyrEv4F3FaLECI8TOKpFM,"4llklDtTTyMYMY2LfFOkTI","Nel Blu Dipinto Di Blu","Nel Blu Dipinto Di Blu","Domenico Modugno",2008-04-28,219120,54,spotify:user:gianvitot,2019-11-10T18:07:14Z,"classic italian pop,italian adult pop",0.547,0.0588,10,-17.062,1,0.0405,0.982,0.0000159,0.193,0.481,129.51,4
57qOMZrbvnYyPRLodmnQk8,"7AWtkwVftjGXkoCIEvI7fW","L'isola che non c'è","Sono Solo Canzonette","Edoardo Bennato",1980-03-09,240506,54,spotify:user:gianvitot,2019-11-10T18:07:40Z,"canzone d'autore,classic italian pop,italian adult pop",0.544,0.469,5,-8.783,1,0.0343,0.424,0,0.186,0.524,80.549,4
1KZyVnyptQcPzkx7ELCnZC,"4EzkuveR9pLvDVFNx6foYD","Hold Back The River","Chaos And The Calm","James Bay",2015-03-20,238746,69,spotify:user:gianvitot,2019-11-10T18:08:30Z,"modern rock,neo mellow,pop,pop rock",0.715,0.715,5,-7.364,1,0.0902,0.0526,0,0.0936,0.507,134.922,4
7GJClzimvMSghjcrKxuf1M,"2ysnwxxNtSgbb9t1m2Ur4j","Budapest","Wanted on Voyage","George Ezra",2014-06-27,200720,17,spotify:user:gianvitot,2019-11-10T18:08:52Z,"folk-pop,modern rock,neo mellow,neo-singer-songwriter,pop,pop rock",0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,4
4EsU1itX1LEPptKwjhGbVl,"2cNC9hjjdsMKLv0m2m9p1D","Oggi Sono Io","it.pop","Alex Britti",1998-01-01,228986,56,spotify:user:gianvitot,2019-11-10T18:11:02Z,"classic italian pop,europop,italian adult pop",0.624,0.564,1,-6.345,1,0.0824,0.18,0,0.212,0.38,145.923,4
6P7CGwIMruLWna0QvN14DB,"1rmR17cbB34R3cKheHJBDZ","Fotoricordo","Reality Show","Gemelli Diversi",2004-10-10,237306,46,spotify:user:gianvitot,2019-11-10T18:11:44Z,"europop,italian adult pop",0.641,0.649,10,-5.529,1,0.0377,0.166,0,0.304,0.435,85.999,4
7e124Ufisf2zAHIoEiUwjq,"5DkmrXKeWgDS86KKEw45o6","Sangue di drago","Musica per bambini","Rancore",2018-06-01,329080,50,spotify:user:gianvitot,2019-11-10T18:13:25Z,"italian hip hop,italian indie pop,italian underground hip hop",0.487,0.784,9,-7.184,1,0.323,0.0584,0,0.129,0.25,101.22,3
7BHPGtpuuWWsvE7cCaMuEU,"1GLtl8uqKmnyCWxHmw9tL4","Naive","Inside In / Inside Out","The Kooks",2006-01-01,203506,74,spotify:user:gianvitot,2019-11-10T18:14:17Z,"brighton indie,modern rock,rock",0.391,0.808,8,-6.209,0,0.0892,0.0759,0,0.149,0.737,100.304,4
38zsOOcu31XbbYj9BIPUF1,"3PhoLpVuITZKcymswpck5b","Your Song","Elton John","Elton John",1970-04-10,241786,79,spotify:user:gianvitot,2019-11-10T18:16:28Z,"glam rock,mellow gold,piano rock,soft rock",0.554,0.315,3,-11.028,1,0.0298,0.828,0.00000553,0.101,0.325,128.157,4
5rb9QrpfcKFHM1EUbSIurX,"23zg3TcAtWQy7J6upgbUnj,7sfl4Xt5KmfyDs2T3SVSMK,3ipn9JLAPI5GUEo4y4jcoi","Yeah! (feat. Lil Jon & Ludacris)","Confessions (Expanded Edition)","Usher,Lil Jon,Ludacris",2004-03-23,250373,83,spotify:user:gianvitot,2019-11-10T18:18:33Z,"atl hip hop,dance pop,pop,r&b,south carolina hip hop,urban contemporary,crunk,dirty south rap,pop rap,southern hip hop,hip hop,rap,trap",0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
4RL77hMWUq35NYnPLXBpih,"2WX2uTcsvV5OnS0inACecP","Skinny Love","Birdy","Birdy",2011-11-04,201080,76,spotify:user:gianvitot,2019-11-10T18:19:36Z,"indie cafe pop,pop",0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,4
4dyx5SzxPPaD8xQIid5Wjj,"6u11Qbko2N2hP4lTBYjX86","Young Folks","Writer's Block","Peter Bjorn and John",2006-01-01,276693,72,spotify:user:gianvitot,2019-11-10T18:21:45Z,"alternative dance,baroque pop,dance-punk,indie pop,indie rock,modern rock,new rave,swedish alternative rock,swedish indie pop",0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4
4kP69y3GKHi9tXckfgp4bK,"7guDJrEfX3qb6FEbdPA5qi","For Once In My Life","For Once In My Life","Stevie Wonder",1968-12-01,169800,73,spotify:user:gianvitot,2019-11-10T18:22:07Z,"adult standards,funk,motown,quiet storm,soul",0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,4
6OtCIsQZ64Vs1EbzztvAv4,"5Pwc4xIPtQLFEnJriah9YJ","Good Life","Waking Up","OneRepublic",2009-01-01,253306,73,spotify:user:gianvitot,2019-11-10T18:24:48Z,"dance pop,neo mellow,piano rock,pop,pop rock",0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,4
7sapKrjDij2fpDVj0GxP66,"04gDigrS5kc9YWfZHwBETP","She Will Be Loved","Songs About Jane","Maroon 5",2002-06-25,257133,74,spotify:user:gianvitot,2019-11-10T18:26:40Z,"pop,pop rock",0.706,0.713,0,-5.512,0,0.0301,0.0596,0,0.132,0.544,102.037,4
6SXy02aTZU3ysoGUixYCz0,"21UJ7PRWb3Etgsu99f8yo8","Maybe Tomorrow","You Gotta Go There To Come Back","Stereophonics",2003-01-01,272946,68,spotify:user:gianvitot,2019-11-10T18:28:14Z,"britpop,modern rock,pop rock,rock,welsh rock",0.495,0.653,7,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,4
225xvV8r1yKMHErSWivnow,"7Ey4PD4MYsKc5I2dolUwbH","I Don't Want to Miss a Thing - From Armageddon Soundtrack","Armageddon - The Album","Aerosmith",1998-06-23,298760,76,spotify:user:gianvitot,2019-11-10T18:30:44Z,"album rock,classic rock,hard rock,rock",0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,4
08Vij9GYqUjyAgSvcJxWW6,"5DYAABs8rkY9VhwtENoQCz","Chariot","Finest Hour: The Best of Gavin DeGraw","Gavin DeGraw",2014,240560,45,spotify:user:gianvitot,2019-11-10T18:31:00Z,"acoustic pop,neo mellow,pop,pop rock",0.324,0.793,7,-5.278,1,0.0482,0.0186,0,0.372,0.422,167.114,4
0gmbgwZ8iqyMPmXefof8Yf,"6deZN1bslXzeGvOLaLMOIF","How You Remind Me","Silver Side Up","Nickelback",2001-09-11,223840,80,spotify:user:gianvitot,2019-11-10T18:31:33Z,"alternative metal,canadian rock,nu metal,post-grunge",0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4
60a0Rd6pjrkxjPbaKzXjfq,"6XyY86QOPPrYVGvF9ch6wz","In the End","Hybrid Theory (Bonus Edition)","Linkin Park",2000-10-24,216880,84,spotify:user:gianvitot,2019-11-10T18:34:04Z,"alternative metal,nu metal,post-grunge,rap metal",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
7MMJa7cjMadOSR6CFWvB1x,"5dXlc7MnpaTeUIsHLVe3n4","La musica non c'è","Faccio un casino","Coez",2017-05-05,222786,63,spotify:user:gianvitot,2019-11-10T18:47:48Z,"italian indie pop,italian pop,rap napoletano,rome indie",0.747,0.498,0,-6.674,1,0.0353,0.381,0,0.712,0.53,135.919,4
0v1XpBHnsbkCn7iJ9Ucr1l,"58lV9VcRSjABbAbfWS6skp","It's My Life","Crush","Bon Jovi",2000-01-01,224493,80,spotify:user:gianvitot,2019-11-10T18:51:48Z,"glam metal,rock",0.551,0.913,0,-4.063,0,0.0466,0.0263,0.0000135,0.347,0.544,119.992,4
6JRLFiX9NJSoRRKxowlBYr,"2QsynagSdAqZj3U9HgDzjD","Is This Love","Kaya","Bob Marley & The Wailers",1978,232200,76,spotify:user:gianvitot,2019-11-10T18:53:53Z,"reggae,roots reggae",0.776,0.559,6,-8.375,0,0.103,0.11,0,0.0671,0.758,122.242,4
61dCUoMCg28qEBzrW6htYM,"6MDME20pz9RveH9rEXvrOM,4ScCswdRlyA23odg9thgIO","Rather Be (feat. Jess Glynne)","New Eyes","Clean Bandit,Jess Glynne",2014-06-02,227833,71,spotify:user:gianvitot,2019-11-10T18:54:52Z,"dance pop,edm,pop,pop dance,post-teen pop,tropical house,uk dance,uk funky,uk pop",0.799,0.586,11,-6.735,1,0.0377,0.162,0.00000203,0.193,0.549,120.97,4
3B7udSGy2PfgoCniMSb523,"6eUKZXaKkcviH0Ku9w2n3V","I See Fire - From The Hobbit - The Desolation Of Smaug","The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition)","Ed Sheeran",2013-01-01,300840,75,spotify:user:gianvitot,2019-11-10T18:57:48Z,"pop,uk pop",0.581,0.0549,10,-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,4
4DSiwBbHVEQV0pb7vWPPkZ,"7nV0rbR0eUzMP9m16anwWx","You You You","My Little Red Bag","James Kakande",2006-10-06,242453,21,spotify:user:gianvitot,2019-11-12T12:52:15Z,"",0.821,0.668,2,-5.616,1,0.101,0.0469,0.00000539,0.188,0.914,123.022,4
79RUMZfMNMpqZnswovvTqv,"2DaxqgrOhkeH0fpeiQq2f4","Wonderwall","(What's the Story) Morning Glory?","Oasis",1995-10-02,258906,3,spotify:user:gianvitot,2019-11-17T13:54:19Z,"beatlesque,britpop,madchester,permanent wave,rock",0.412,0.844,2,-5.613,1,0.037,0.00214,0,0.134,0.459,174.452,4
6HSXNV0b4M4cLJ7ljgVVeh,"74ASZWbe4lXaubB36ztrGX","Knockin' On Heaven's Door","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)","Bob Dylan",1973-07-13,149880,74,spotify:user:gianvitot,2019-12-01T14:29:10Z,"classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter",0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4
2KH16WveTQWT6KOG9Rg6e2,"26bcq2nyj5GB7uRr558iQg","Eye of the Tiger","Rocky IV","Survivor",1985,245640,77,spotify:user:gianvitot,2020-02-02T14:59:57Z,"album rock,hard rock,rock,soft rock",0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,4
0CnD7Hiw6pae6rLsZw5q5W,"5rSXSAkZ67PYJSvpUpkOr7","Incomplete","Never Gone","Backstreet Boys",2005-06-14,239586,64,spotify:user:gianvitot,2020-02-02T15:00:26Z,"boy band,dance pop",0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,4
3bidbhpOYeV4knp8AIu8Xn,"5BcAKTbp20cv7tC5VqPFoC","Can't Hold Us - feat. Ray Dalton","The Heist","Macklemore & Ryan Lewis",2012-10-09,258342,85,spotify:user:gianvitot,2020-02-02T15:01:19Z,"dance pop,pop,pop dance,pop rap,seattle hip hop",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
1iTb2vi8Bls7QY6CKL2gj2,"2pH3wEn4eYlMMIIQyKPbVR","Through The Fire And Flames","Killer Elite","DragonForce",2016-04-29,439213,56,spotify:user:gianvitot,2020-02-02T15:03:12Z,"british power metal,metal,power metal,speed metal",0.111,0.952,0,-4.864,0,0.131,0.00163,0.00645,0.345,0.126,200.074,4
1LhMopPAallLeaeNutqbgS,"31TPClRtHm23RisEBtV3X7,4YLtscXsxbVgi031ovDDdh","Say Something (feat. Chris Stapleton)","Man of the Woods","Justin Timberlake,Chris Stapleton",2018-02-02,278893,71,spotify:user:gianvitot,2020-02-02T15:09:18Z,"dance pop,pop,contemporary country,outlaw country",0.707,0.632,10,-7.031,1,0.0789,0.103,0.0000109,0.0841,0.372,97.04,4
